Student_ID,Age,Gender,Study_Hours_per_Week,Preferred_Learning_Style,Online_Courses_Completed,Participation_in_Discussions,Assignment_Completion_Rate (%),Exam_Score (%),Attendance_Rate (%),Use_of_Educational_Tech,Self_Reported_Stress_Level,Time_Spent_on_Social_Media (hours/week),Sleep_Hours_per_Night,Final_Grade
S01011,28,male,46,reading/writing,6,no,92.0,42.0,50.0,yes,high,24,8,D
S01012,23,female,48,reading/writing,15,no,83.0,57.0,98.0,yes,medium,25,4,C
S01013,20,female,19,kinesthetic,13,yes,88.0,86.0,95.0,yes,low,0,4,A
S01014,27,male,27,visual,14,yes,75.0,85.0,92.0,yes,medium,21,5,A
S01015,27,male,21,kinesthetic,5,yes,75.0,43.0,90.0,yes,high,22,9,D
S01016,28,female,42,kinesthetic,0,no,87.0,58.0,97.0,no,medium,22,4,C
S01017,24,male,34,kinesthetic,9,yes,87.0,81.0,57.0,yes,medium,11,6,B
S01018,22,male,12,auditory,18,no,87.0,55.0,88.0,yes,medium,4,6,C
S01019,29,female,21,kinesthetic,20,no,97.0,87.0,63.0,yes,medium,28,7,A
S01020,22,male,15,reading/writing,1,yes,97.0,55.0,82.0,yes,medium,19,4,C
S01021,23,female,46,kinesthetic,11,no,69.0,92.0,60.0,no,medium,8,4,A
S01022,25,male,25,kinesthetic,10,yes,81.0,91.0,100.0,yes,medium,13,4,A
S01023,24,male,47,auditory,14,no,67.0,99.0,73.0,yes,medium,19,8,A
S01024,19,female,45,kinesthetic,16,no,58.0,87.0,94.0,yes,medium,29,9,A
S01025,25,female,15,reading/writing,1,yes,74.0,43.0,67.0,yes,low,14,10,D
S01026,25,female,34,visual,1,yes,92.0,43.0,56.0,yes,medium,20,4,D
S01027,29,female,13,kinesthetic,9,no,82.0,83.0,93.0,no,low,22,4,B
S01028,28,female,26,reading/writing,19,no,50.0,96.0,60.0,yes,medium,16,4,A
S01029,28,female,43,auditory,18,yes,93.0,95.0,70.0,no,low,1,9,A
S01030,22,female,17,kinesthetic,1,no,90.0,88.0,52.0,yes,high,0,6,A
S01031,21,male,45,kinesthetic,11,yes,99.0,74.0,50.0,yes,high,2,10,B
S01032,23,male,42,reading/writing,4,yes,96.0,94.0,100.0,yes,medium,6,5,A
S01033,23,female,35,auditory,7,no,81.0,78.0,97.0,yes,low,14,6,B
S01034,24,male,47,auditory,13,yes,63.0,85.0,77.0,yes,high,25,7,A
S01035,20,female,26,auditory,12,no,79.0,75.0,84.0,yes,high,7,8,B
S01036,27,female,18,reading/writing,8,no,89.0,72.0,69.0,yes,medium,27,8,B
S01037,22,male,38,auditory,11,yes,71.0,60.0,77.0,no,medium,21,9,C
S01038,25,female,47,visual,2,yes,61.0,77.0,68.0,yes,low,28,10,B
S01039,28,male,6,reading/writing,19,yes,93.0,86.0,91.0,yes,medium,16,9,A
S01040,20,female,39,auditory,8,no,72.0,99.0,60.0,no,high,18,10,A
S01041,22,female,38,kinesthetic,17,yes,95.0,47.0,71.0,yes,medium,19,10,D
S01042,28,other,27,kinesthetic,8,yes,99.0,87.0,56.0,yes,medium,22,9,A
S01043,26,male,48,auditory,6,yes,63.0,52.0,57.0,yes,medium,23,6,D
S01044,20,female,11,visual,19,yes,54.0,45.0,63.0,yes,low,0,7,D
S01045,23,male,5,visual,17,yes,74.0,83.0,64.0,yes,medium,12,7,B
S01046,27,female,47,kinesthetic,0,yes,56.0,47.0,79.0,yes,medium,8,4,D
S01047,22,female,49,kinesthetic,2,yes,81.0,40.0,52.0,yes,low,19,6,D
S01048,26,female,20,kinesthetic,8,yes,91.0,66.0,50.0,no,medium,4,6,C
S01049,24,male,25,visual,11,yes,57.0,80.0,57.0,no,medium,8,4,B
S01050,22,male,21,reading/writing,9,no,56.0,86.0,59.0,yes,high,9,4,A
S01051,27,male,33,visual,10,no,85.0,45.0,69.0,no,medium,8,4,D
S01052,21,female,19,auditory,10,yes,78.0,47.0,89.0,no,medium,16,9,D
S01053,21,female,20,reading/writing,15,yes,83.0,66.0,84.0,yes,low,26,10,C
S01054,20,male,33,auditory,11,yes,65.0,57.0,89.0,yes,low,30,5,C
S01055,19,female,25,auditory,4,no,51.0,50.0,94.0,yes,medium,0,5,D
S01056,29,female,30,auditory,0,yes,85.0,69.0,77.0,no,low,25,9,C
S01057,19,female,31,visual,0,no,73.0,94.0,51.0,no,low,3,8,A
S01058,26,female,35,visual,1,yes,50.0,52.0,76.0,yes,medium,24,4,D
S01059,24,male,21,reading/writing,7,no,96.0,42.0,86.0,yes,medium,5,10,D
S01060,24,male,26,visual,19,no,85.0,63.0,51.0,yes,medium,21,10,C
S01061,20,female,31,auditory,15,no,76.0,76.0,58.0,yes,medium,23,7,B
S01062,27,male,15,auditory,2,yes,89.0,81.0,99.0,yes,medium,9,5,B
S01063,26,female,9,auditory,10,yes,100.0,82.0,56.0,yes,medium,9,4,B
S01064,21,female,29,auditory,5,yes,54.0,90.0,62.0,yes,medium,16,5,A
S01065,29,male,31,kinesthetic,3,no,55.0,85.0,69.0,yes,low,8,8,A
S01066,22,female,46,visual,9,no,56.0,40.0,96.0,no,high,21,6,D
S01067,19,male,8,reading/writing,16,yes,62.0,78.0,51.0,no,low,8,4,B
S01068,26,male,41,reading/writing,12,no,64.0,81.0,69.0,yes,low,21,6,B
S01069,23,male,42,visual,9,yes,86.0,60.0,76.0,no,low,22,6,C
S01070,20,male,16,reading/writing,13,yes,99.0,65.0,84.0,yes,high,28,9,C
S01071,19,female,28,reading/writing,12,yes,91.0,66.0,85.0,no,medium,21,7,C
S01072,29,male,7,reading/writing,17,yes,79.0,60.0,64.0,yes,low,2,5,C
S01073,20,female,24,auditory,9,yes,91.0,48.0,56.0,yes,medium,19,8,D
S01074,20,male,41,auditory,5,no,53.0,50.0,64.0,yes,high,27,5,D
S01075,25,male,44,reading/writing,15,yes,52.0,71.0,91.0,yes,medium,29,10,B
S01076,29,female,26,auditory,7,no,63.0,97.0,90.0,yes,medium,5,4,A
S01077,28,male,12,auditory,4,no,51.0,100.0,84.0,yes,high,3,8,A
S01078,27,female,25,kinesthetic,18,yes,54.0,76.0,99.0,no,low,0,6,B
S01079,28,male,12,visual,20,yes,68.0,57.0,69.0,no,high,1,5,C
S01080,27,female,11,kinesthetic,20,yes,80.0,55.0,61.0,yes,high,22,10,C
S01081,24,female,12,visual,12,no,98.0,46.0,76.0,yes,medium,25,10,D
S01082,21,female,43,reading/writing,1,no,88.0,49.0,63.0,yes,low,25,6,D
S01083,29,female,11,auditory,7,yes,59.0,99.0,64.0,yes,medium,28,6,A
S01084,18,female,17,visual,15,yes,74.0,62.0,60.0,yes,low,12,9,C
S01085,23,male,44,reading/writing,14,yes,82.0,89.0,65.0,yes,medium,2,8,A
S01086,23,female,18,auditory,7,yes,62.0,65.0,100.0,yes,low,1,9,C
S01087,24,female,32,visual,4,yes,60.0,86.0,58.0,yes,high,16,7,A
S01088,22,other,49,visual,5,yes,82.0,55.0,73.0,yes,medium,9,9,C
S01089,20,female,9,reading/writing,20,yes,81.0,42.0,64.0,yes,medium,5,8,D
S01090,23,female,47,auditory,18,yes,87.0,87.0,57.0,yes,high,23,5,A
S01091,26,female,47,reading/writing,14,yes,91.0,80.0,55.0,no,low,29,7,B
S01092,27,male,45,reading/writing,16,no,61.0,71.0,79.0,yes,medium,14,8,B
S01093,25,female,36,reading/writing,16,no,51.0,62.0,56.0,yes,medium,25,6,C
S01094,27,female,42,kinesthetic,3,yes,91.0,43.0,94.0,yes,low,15,5,D
S01095,26,male,35,visual,2,yes,67.0,61.0,68.0,yes,low,9,4,C
S01096,19,male,7,visual,16,yes,88.0,96.0,70.0,yes,low,20,7,A
S01097,29,male,12,visual,3,yes,77.0,81.0,77.0,no,high,4,8,B
S01098,19,male,44,kinesthetic,5,no,97.0,44.0,64.0,no,medium,12,6,D
S01099,20,female,38,reading/writing,3,yes,100.0,95.0,83.0,yes,medium,25,9,A
S01100,18,male,27,reading/writing,12,no,63.0,62.0,91.0,yes,medium,8,8,C
S01101,21,male,33,visual,7,yes,69.0,69.0,52.0,yes,medium,5,10,C
S01102,19,male,29,visual,1,yes,72.0,90.0,96.0,no,low,22,7,A
S01103,20,female,47,visual,4,yes,59.0,71.0,69.0,no,low,27,4,B
S01104,23,female,30,auditory,8,no,68.0,65.0,87.0,no,medium,5,5,C
S01105,27,male,9,auditory,18,yes,75.0,99.0,70.0,no,medium,28,6,A
S01106,26,male,47,reading/writing,10,no,52.0,42.0,54.0,yes,medium,17,4,D
S01107,18,male,31,visual,1,yes,95.0,76.0,59.0,yes,high,5,9,B
S01108,21,female,41,visual,10,yes,71.0,82.0,85.0,no,low,24,7,B
S01109,29,male,38,auditory,10,no,62.0,92.0,67.0,yes,medium,7,5,A
S01110,26,female,5,kinesthetic,16,yes,70.0,54.0,81.0,yes,medium,23,5,D
S01111,27,male,12,reading/writing,8,yes,98.0,60.0,80.0,yes,low,8,5,C
S01112,27,female,24,auditory,12,yes,71.0,74.0,79.0,yes,medium,25,5,B
S01113,27,female,39,reading/writing,12,no,76.0,46.0,69.0,yes,low,20,5,D
S01114,18,male,23,kinesthetic,14,no,66.0,40.0,53.0,no,high,8,7,D
S01115,28,female,18,auditory,6,yes,63.0,78.0,73.0,yes,high,28,6,B
S01116,27,female,7,reading/writing,0,no,69.0,68.0,73.0,yes,high,14,10,C
S01117,21,female,5,auditory,5,yes,84.0,98.0,96.0,no,medium,19,9,A
S01118,19,female,10,visual,7,yes,76.0,87.0,87.0,yes,medium,19,9,A
S01119,18,other,8,visual,16,no,97.0,62.0,78.0,no,low,17,7,C
S01120,22,male,44,visual,12,yes,82.0,76.0,69.0,no,low,4,5,B
S01121,29,male,40,visual,18,yes,65.0,77.0,69.0,yes,medium,12,4,B
S01122,22,male,30,reading/writing,2,no,100.0,100.0,68.0,no,high,4,5,A
S01123,25,female,34,kinesthetic,2,no,76.0,70.0,73.0,no,high,14,5,B
S01124,27,male,35,reading/writing,9,no,79.0,54.0,99.0,yes,low,24,6,D
S01125,23,male,5,kinesthetic,6,yes,76.0,97.0,96.0,yes,medium,29,8,A
S01126,21,male,44,kinesthetic,11,yes,92.0,68.0,99.0,yes,low,0,5,C
S01127,29,female,14,kinesthetic,15,no,52.0,58.0,66.0,no,medium,27,10,C
S01128,23,female,28,auditory,18,no,70.0,51.0,63.0,no,medium,8,10,D
S01129,19,female,31,kinesthetic,19,yes,74.0,79.0,91.0,yes,high,5,9,B
S01130,28,male,8,kinesthetic,6,yes,68.0,48.0,81.0,yes,medium,7,7,D
S01131,18,female,19,kinesthetic,18,no,98.0,87.0,94.0,yes,medium,18,8,A
S01132,29,male,20,kinesthetic,5,yes,85.0,57.0,67.0,yes,high,15,5,C
S01133,29,female,24,visual,6,yes,60.0,92.0,64.0,no,low,3,9,A
S01134,27,female,36,reading/writing,13,no,80.0,77.0,55.0,yes,medium,27,4,B
S01135,26,male,7,reading/writing,2,yes,59.0,72.0,55.0,yes,medium,30,8,B
S01136,27,female,32,reading/writing,16,yes,82.0,96.0,99.0,no,high,25,8,A
S01137,22,male,5,kinesthetic,12,yes,86.0,100.0,95.0,no,medium,28,8,A
S01138,27,female,6,kinesthetic,20,no,51.0,71.0,64.0,no,low,3,4,B
S01139,19,female,15,kinesthetic,15,no,80.0,86.0,89.0,yes,medium,3,10,A
S01140,20,male,5,auditory,6,yes,51.0,85.0,69.0,no,low,12,7,A
S01141,20,male,33,kinesthetic,11,yes,81.0,92.0,55.0,yes,low,10,5,A
S01142,27,male,46,visual,2,no,84.0,42.0,74.0,yes,medium,10,9,D
S01143,25,other,41,visual,4,yes,94.0,94.0,71.0,yes,medium,20,4,A
S01144,24,male,6,kinesthetic,8,yes,93.0,70.0,67.0,yes,medium,20,9,B
S01145,29,male,39,auditory,4,no,71.0,64.0,91.0,yes,medium,27,4,C
S01146,26,male,39,reading/writing,0,no,89.0,100.0,87.0,yes,low,23,4,A
S01147,23,female,33,kinesthetic,4,no,50.0,84.0,55.0,yes,medium,29,5,B
S01148,20,male,10,visual,19,yes,71.0,44.0,54.0,yes,medium,16,7,D
S01149,20,male,37,auditory,0,no,65.0,100.0,85.0,yes,low,9,10,A
S01150,28,female,42,visual,1,no,88.0,50.0,70.0,no,medium,25,10,D
S01151,19,female,41,auditory,12,no,52.0,57.0,88.0,yes,medium,26,6,C
S01152,21,male,42,kinesthetic,14,no,82.0,97.0,73.0,yes,high,8,7,A
S01153,20,male,36,reading/writing,15,yes,71.0,78.0,82.0,no,high,28,4,B
S01154,25,female,15,auditory,16,yes,65.0,90.0,65.0,no,medium,28,10,A
S01155,22,female,41,visual,3,yes,57.0,98.0,80.0,no,low,26,7,A
S01156,27,female,33,auditory,4,yes,93.0,44.0,84.0,no,medium,16,7,D
S01157,21,male,35,kinesthetic,0,yes,55.0,93.0,90.0,yes,medium,23,9,A
S01158,19,female,28,kinesthetic,5,no,69.0,73.0,81.0,yes,low,15,6,B
S01159,25,male,44,kinesthetic,7,yes,63.0,84.0,68.0,no,medium,8,9,B
S01160,23,female,39,reading/writing,17,no,71.0,100.0,74.0,yes,medium,20,5,A
S01161,19,female,18,reading/writing,7,no,70.0,79.0,82.0,no,low,20,5,B
S01162,18,male,34,kinesthetic,15,no,72.0,97.0,89.0,no,medium,4,9,A
S01163,18,female,23,auditory,18,no,81.0,100.0,78.0,yes,medium,16,7,A
S01164,27,female,6,auditory,13,no,65.0,80.0,56.0,yes,low,16,4,B
S01165,28,male,24,visual,5,no,81.0,55.0,64.0,yes,high,24,8,C
S01166,18,male,22,visual,5,no,100.0,92.0,88.0,yes,medium,28,7,A
S01167,18,female,21,reading/writing,17,yes,81.0,72.0,69.0,yes,low,24,10,B
S01168,20,male,17,reading/writing,2,no,53.0,98.0,98.0,yes,high,25,9,A
S01169,23,female,48,reading/writing,15,yes,65.0,94.0,68.0,yes,low,30,7,A
S01170,25,female,24,reading/writing,1,yes,53.0,68.0,74.0,no,low,12,5,C
S01171,22,female,43,auditory,17,yes,90.0,72.0,52.0,yes,medium,3,9,B
S01172,21,female,40,auditory,0,yes,93.0,54.0,75.0,no,medium,26,6,D
S01173,28,female,34,visual,1,yes,84.0,61.0,50.0,yes,medium,20,10,C
S01174,26,male,14,reading/writing,2,yes,59.0,92.0,61.0,yes,low,8,4,A
S01175,21,male,10,kinesthetic,3,yes,90.0,100.0,63.0,yes,medium,9,6,A
S01176,18,male,35,reading/writing,20,yes,81.0,87.0,80.0,yes,low,30,7,A
S01177,28,female,18,visual,5,yes,81.0,68.0,89.0,yes,high,16,10,C
S01178,27,male,27,visual,19,no,51.0,67.0,89.0,yes,medium,16,4,C
S01179,18,female,25,reading/writing,0,no,88.0,49.0,82.0,yes,medium,23,8,D
S01180,21,male,5,reading/writing,18,yes,57.0,81.0,74.0,yes,low,26,5,B
S01181,22,male,33,auditory,17,yes,56.0,64.0,82.0,yes,medium,23,5,C
S01182,29,female,39,auditory,10,no,50.0,47.0,60.0,yes,low,12,7,D
S01183,18,female,36,auditory,2,no,85.0,93.0,67.0,yes,high,12,6,A
S01184,18,male,20,kinesthetic,14,yes,77.0,62.0,98.0,yes,low,11,7,C
S01185,21,female,9,visual,18,yes,75.0,50.0,66.0,no,high,26,8,D
S01186,23,male,48,reading/writing,12,no,61.0,88.0,83.0,no,low,24,4,A
S01187,18,female,32,visual,14,yes,51.0,60.0,74.0,no,high,4,9,C
S01188,29,male,26,reading/writing,17,no,72.0,55.0,71.0,no,low,25,8,C
S01189,19,female,9,visual,5,no,97.0,45.0,51.0,no,medium,2,10,D
S01190,25,male,46,visual,3,yes,92.0,89.0,87.0,yes,medium,16,9,A
S01191,25,female,16,kinesthetic,19,no,59.0,55.0,71.0,yes,high,15,4,C
S01192,29,female,11,kinesthetic,6,yes,61.0,83.0,85.0,yes,high,24,5,B
S01193,20,male,12,visual,15,no,52.0,88.0,65.0,yes,medium,28,10,A
S01194,27,male,44,kinesthetic,4,yes,57.0,56.0,50.0,no,medium,2,7,C
S01195,28,male,5,reading/writing,7,yes,63.0,61.0,93.0,yes,low,14,4,C
S01196,25,female,14,kinesthetic,11,no,92.0,79.0,82.0,no,low,25,9,B
S01197,20,male,31,reading/writing,19,yes,52.0,87.0,76.0,yes,high,23,9,A
S01198,26,male,25,visual,6,no,62.0,72.0,87.0,no,low,8,6,B
S01199,28,male,40,visual,14,no,68.0,62.0,51.0,yes,high,3,4,C
S01200,22,male,30,kinesthetic,11,yes,99.0,62.0,89.0,yes,low,3,8,C
S01201,18,male,17,visual,9,yes,63.0,74.0,57.0,no,high,21,7,B
S01202,23,female,46,reading/writing,7,yes,94.0,53.0,59.0,yes,low,2,9,D
S01203,28,female,47,visual,15,yes,54.0,45.0,89.0,yes,high,19,6,D
S01204,26,female,30,visual,0,no,53.0,73.0,86.0,yes,low,6,10,B
S01205,25,other,18,kinesthetic,8,yes,99.0,94.0,89.0,yes,low,1,4,A
S01206,29,female,32,reading/writing,10,no,90.0,53.0,56.0,no,high,26,9,D
S01207,28,female,28,kinesthetic,11,yes,57.0,68.0,74.0,yes,low,12,5,C
S01208,28,male,16,reading/writing,7,yes,94.0,84.0,70.0,yes,high,2,6,B
S01209,27,female,44,auditory,17,yes,54.0,73.0,87.0,yes,medium,11,9,B
S01210,24,male,23,visual,6,no,96.0,83.0,51.0,no,medium,26,6,B
S01211,20,male,36,kinesthetic,5,no,87.0,40.0,50.0,yes,low,9,4,D
S01212,26,female,28,visual,6,yes,52.0,68.0,89.0,yes,low,23,8,C
S01213,27,female,21,visual,19,yes,50.0,40.0,60.0,yes,low,19,8,D
S01214,23,female,27,visual,12,no,60.0,62.0,73.0,yes,high,23,5,C
S01215,24,male,28,reading/writing,9,yes,71.0,81.0,90.0,no,medium,2,10,B
S01216,27,other,11,kinesthetic,6,yes,75.0,43.0,84.0,yes,medium,13,7,D
S01217,22,female,27,visual,14,no,89.0,68.0,66.0,yes,medium,6,8,C
S01218,26,female,13,visual,12,no,96.0,69.0,94.0,yes,low,21,5,C
S01219,24,male,14,visual,13,yes,96.0,77.0,62.0,yes,low,29,10,B
S01220,20,male,18,visual,8,no,89.0,64.0,50.0,yes,medium,12,6,C
S01221,29,male,21,reading/writing,2,no,76.0,54.0,54.0,yes,low,20,5,D
S01222,25,male,23,visual,10,no,66.0,52.0,58.0,no,high,2,5,D
S01223,23,male,28,reading/writing,16,yes,57.0,92.0,55.0,yes,low,4,7,A
S01224,21,female,16,auditory,20,no,60.0,59.0,91.0,no,high,3,10,C
S01225,26,other,48,visual,19,yes,53.0,90.0,94.0,yes,high,18,5,A
S01226,26,other,17,reading/writing,14,no,56.0,97.0,89.0,yes,medium,29,6,A
S01227,28,male,29,visual,16,yes,89.0,71.0,85.0,yes,medium,20,4,B
S01228,29,female,31,reading/writing,5,no,72.0,45.0,51.0,yes,medium,23,4,D
S01229,29,male,14,auditory,6,no,78.0,43.0,98.0,no,medium,20,10,D
S01230,23,female,47,reading/writing,6,yes,60.0,44.0,74.0,yes,medium,2,4,D
S01231,26,female,7,auditory,6,no,71.0,40.0,55.0,no,medium,13,10,D
S01232,25,male,46,reading/writing,6,yes,89.0,55.0,62.0,no,medium,21,6,C
S01233,28,male,40,kinesthetic,0,yes,94.0,96.0,100.0,no,high,17,10,A
S01234,23,male,43,kinesthetic,16,no,54.0,89.0,100.0,yes,medium,25,10,A
S01235,19,male,19,visual,18,no,57.0,45.0,75.0,no,high,26,5,D
S01236,25,female,14,auditory,20,no,60.0,73.0,98.0,yes,high,22,5,B
S01237,20,male,35,reading/writing,17,yes,51.0,47.0,53.0,yes,low,16,8,D
S01238,24,male,29,reading/writing,11,yes,78.0,41.0,74.0,yes,low,24,5,D
S01239,25,male,30,visual,1,yes,55.0,88.0,69.0,yes,high,9,7,A
S01240,27,male,27,kinesthetic,11,yes,69.0,44.0,82.0,no,low,22,8,D
S01241,18,female,21,visual,9,yes,74.0,73.0,52.0,yes,medium,22,5,B
S01242,19,male,11,auditory,5,yes,76.0,97.0,69.0,no,medium,13,9,A
S01243,20,female,22,reading/writing,3,yes,57.0,93.0,52.0,yes,low,23,6,A
S01244,20,female,26,reading/writing,1,no,56.0,58.0,81.0,yes,medium,23,9,C
S01245,20,female,33,kinesthetic,18,yes,50.0,67.0,57.0,yes,medium,5,5,C
S01246,26,female,18,auditory,11,no,68.0,97.0,53.0,yes,low,1,7,A
S01247,24,female,49,kinesthetic,0,no,70.0,71.0,60.0,yes,medium,21,7,B
S01248,27,male,9,kinesthetic,13,no,86.0,82.0,67.0,no,medium,12,5,B
S01249,27,female,18,visual,0,yes,57.0,79.0,67.0,no,medium,20,10,B
S01250,24,female,39,kinesthetic,9,no,84.0,98.0,64.0,yes,low,8,4,A
S01251,24,male,45,auditory,12,yes,83.0,40.0,95.0,yes,medium,6,9,D
S01252,25,male,42,auditory,10,yes,98.0,62.0,68.0,yes,high,24,10,C
S01253,29,female,9,auditory,7,yes,72.0,97.0,60.0,yes,medium,14,7,A
S01254,20,male,47,kinesthetic,7,yes,79.0,83.0,88.0,no,high,29,10,B
S01255,19,female,9,auditory,12,no,50.0,52.0,93.0,no,medium,12,7,D
S01256,23,male,30,kinesthetic,0,yes,50.0,49.0,85.0,yes,low,18,9,D
S01257,20,male,49,auditory,13,yes,65.0,87.0,96.0,yes,medium,26,6,A
S01258,29,female,9,reading/writing,18,yes,74.0,74.0,96.0,yes,high,16,8,B
S01259,24,female,37,reading/writing,10,yes,53.0,59.0,90.0,yes,medium,19,5,C
S01260,26,male,12,kinesthetic,14,yes,100.0,72.0,78.0,yes,high,10,7,B
S01261,28,female,42,visual,14,yes,65.0,71.0,99.0,yes,medium,18,8,B
S01262,19,male,25,visual,14,yes,88.0,43.0,69.0,yes,medium,1,7,D
S01263,18,female,21,kinesthetic,1,no,79.0,72.0,75.0,yes,medium,9,10,B
S01264,23,female,30,auditory,1,no,69.0,49.0,95.0,yes,high,16,9,D
S01265,21,male,38,reading/writing,13,yes,73.0,89.0,85.0,yes,medium,23,10,A
S01266,25,female,25,visual,0,yes,62.0,51.0,65.0,no,low,26,5,D
S01267,28,female,13,kinesthetic,3,no,73.0,88.0,53.0,no,medium,6,6,A
S01268,21,female,23,visual,16,yes,72.0,77.0,53.0,no,low,1,8,B
S01269,20,male,24,auditory,13,yes,76.0,73.0,83.0,yes,low,16,6,B
S01270,26,female,21,kinesthetic,5,yes,99.0,60.0,67.0,yes,medium,3,6,C
S01271,24,female,23,visual,19,no,59.0,70.0,61.0,yes,low,10,5,B
S01272,21,female,35,reading/writing,18,no,59.0,70.0,100.0,yes,low,10,4,B
S01273,18,male,46,kinesthetic,19,yes,73.0,75.0,56.0,yes,medium,25,8,B
S01274,19,female,7,reading/writing,4,yes,62.0,67.0,83.0,yes,medium,6,7,C
S01275,29,female,27,kinesthetic,1,no,96.0,94.0,81.0,yes,low,2,10,A
S01276,24,male,8,visual,15,no,73.0,65.0,92.0,yes,high,6,9,C
S01277,18,female,30,visual,12,yes,59.0,89.0,70.0,no,high,7,8,A
S01278,28,male,34,auditory,8,yes,79.0,65.0,66.0,yes,high,17,6,C
S01279,25,female,21,visual,3,no,81.0,51.0,63.0,yes,medium,9,6,D
S01280,25,male,26,reading/writing,13,yes,93.0,47.0,79.0,yes,medium,17,10,D
S01281,22,female,20,kinesthetic,19,yes,59.0,69.0,58.0,yes,medium,18,6,C
S01282,26,female,32,auditory,9,yes,72.0,86.0,97.0,yes,medium,24,4,A
S01283,26,female,7,visual,3,yes,96.0,55.0,66.0,yes,medium,12,10,C
S01284,21,female,20,visual,5,yes,62.0,78.0,57.0,yes,low,28,10,B
S01285,19,male,30,visual,12,yes,77.0,44.0,54.0,yes,high,3,5,D
S01286,29,female,41,reading/writing,7,yes,92.0,85.0,100.0,yes,low,8,8,A
S01287,22,male,27,visual,20,yes,66.0,82.0,73.0,yes,low,22,6,B
S01288,22,male,11,reading/writing,0,yes,82.0,74.0,81.0,yes,low,29,6,B
S01289,23,female,19,auditory,6,no,76.0,61.0,79.0,yes,low,21,9,C
S01290,20,female,40,reading/writing,16,no,90.0,57.0,74.0,yes,medium,15,7,C
S01291,22,female,11,visual,20,no,67.0,100.0,63.0,yes,medium,23,10,A
S01292,20,male,14,auditory,12,no,72.0,93.0,63.0,yes,high,5,9,A
S01293,23,female,37,auditory,17,no,74.0,69.0,56.0,no,medium,8,10,C
S01294,28,female,9,visual,12,yes,98.0,85.0,93.0,no,low,14,5,A
S01295,24,female,27,auditory,9,yes,98.0,58.0,91.0,yes,low,12,8,C
S01296,25,male,9,kinesthetic,8,yes,64.0,99.0,78.0,no,medium,4,8,A
S01297,21,female,19,reading/writing,20,yes,72.0,54.0,96.0,no,high,4,8,D
S01298,19,female,40,kinesthetic,17,no,86.0,63.0,93.0,yes,medium,6,8,C
S01299,20,female,36,kinesthetic,13,no,88.0,93.0,51.0,yes,low,18,9,A
S01300,23,male,5,kinesthetic,10,yes,90.0,76.0,99.0,yes,low,5,4,B
S01301,18,female,10,kinesthetic,7,yes,97.0,71.0,73.0,yes,medium,2,7,B
S01302,21,male,42,kinesthetic,18,yes,93.0,84.0,90.0,yes,high,28,10,B
S01303,26,female,37,reading/writing,20,yes,56.0,85.0,57.0,yes,low,22,4,A
S01304,28,male,45,kinesthetic,3,yes,84.0,43.0,93.0,yes,medium,29,9,D
S01305,19,male,45,kinesthetic,6,yes,79.0,44.0,67.0,yes,low,24,7,D
S01306,28,male,22,auditory,7,yes,92.0,43.0,93.0,no,medium,4,6,D
S01307,25,female,12,visual,9,yes,79.0,61.0,87.0,yes,medium,29,4,C
S01308,20,male,17,visual,20,no,83.0,67.0,63.0,no,medium,0,4,C
S01309,26,other,43,auditory,15,yes,92.0,69.0,88.0,yes,low,26,7,C
S01310,18,female,49,reading/writing,10,yes,78.0,49.0,98.0,no,low,10,7,D
S01311,25,male,28,auditory,6,no,74.0,85.0,53.0,yes,medium,7,7,A
S01312,19,male,23,reading/writing,11,yes,90.0,89.0,56.0,no,low,9,8,A
S01313,19,male,8,auditory,19,no,82.0,91.0,80.0,yes,high,30,6,A
S01314,23,male,30,reading/writing,0,yes,55.0,63.0,66.0,yes,medium,8,5,C
S01315,21,male,31,visual,15,no,74.0,67.0,88.0,yes,medium,0,9,C
S01316,24,female,49,kinesthetic,7,no,84.0,81.0,54.0,no,low,13,9,B
S01317,26,female,9,reading/writing,16,no,86.0,41.0,87.0,yes,low,0,4,D
S01318,19,female,17,visual,10,yes,100.0,71.0,81.0,yes,medium,15,8,B
S01319,28,male,11,reading/writing,10,no,82.0,86.0,87.0,no,medium,5,9,A
S01320,21,male,17,kinesthetic,17,yes,89.0,64.0,81.0,yes,low,5,6,C
S01321,27,male,10,kinesthetic,19,yes,73.0,89.0,63.0,yes,low,17,10,A
S01322,19,male,14,kinesthetic,4,yes,58.0,56.0,85.0,yes,high,0,4,C
S01323,29,male,18,kinesthetic,14,yes,67.0,76.0,73.0,yes,medium,23,10,B
S01324,25,female,34,auditory,20,no,95.0,58.0,65.0,no,medium,18,8,C
S01325,28,male,21,kinesthetic,20,yes,95.0,82.0,81.0,yes,medium,15,7,B
S01326,25,male,49,visual,18,yes,93.0,59.0,87.0,yes,high,7,6,C
S01327,26,male,12,kinesthetic,7,yes,91.0,45.0,52.0,yes,medium,9,5,D
S01328,21,female,19,visual,18,yes,57.0,98.0,93.0,yes,low,8,8,A
S01329,26,male,33,auditory,15,no,88.0,55.0,83.0,no,low,12,8,C
S01330,24,male,14,kinesthetic,17,no,91.0,63.0,90.0,no,high,4,9,C
S01331,29,male,42,visual,14,no,71.0,99.0,72.0,no,medium,20,6,A
S01332,27,female,7,kinesthetic,0,no,66.0,44.0,53.0,yes,medium,27,4,D
S01333,21,female,16,auditory,15,yes,52.0,43.0,79.0,yes,medium,11,7,D
